Date,Rate,High (est),Low (est)
2016-03-15,26.239999771118,26.658000946045,26.228000640869
2016-03-14,24.885999679565,26.212999343872,24.871999740601
2016-03-13,24.885999679565,26.212999343872,24.871999740601
2016-03-11,25.267000198364,24.961000442505,24.790000915527
2016-03-10,25.902000427246,25.875999450684,25.267000198364
2016-03-09,25.992000579834,26.021999359131,25.902000427246
2016-03-08,25.961000442505,25.985000610352,25.813999176025
2016-03-07,25.923000335693,25.961000442505,25.948999404907
2016-03-06,25.923000335693,25.961000442505,25.948999404907
2016-03-04,25.454000473022,25.981000900269,25.458999633789
2016-03-03,26.325000762939,26.284000396729,25.634000778198
2016-03-02,26.884000778198,26.903999328613,26.325000762939
2016-03-01,26.959999084473,26.972999572754,26.865999221802
2016-02-29,27.08099937439,27.09700012207,26.934000015259
2016-02-28,27.08099937439,27.09700012207,26.934000015259
2016-02-26,26.996999740601,26.91900062561,26.84700012207
2016-02-25,26.837999343872,26.974000930786,26.84700012207
2016-02-24,27.02499961853,26.968999862671,26.968999862671
2016-02-23,26.861000061035,27.02499961853,26.843000411987
2016-02-22,26.636999130249,26.83099937439,26.674999237061
2016-02-21,26.636999130249,26.83099937439,26.674999237061
2016-02-19,26.007999420166,26.680999755859,25.974000930786
2016-02-18,26.832000732422,26.799999237061,26.040000915527
2016-02-17,26.423000335693,26.777000427246,26.493000030518
2016-02-16,26.575000762939,26.638000488281,26.423000335693
2016-02-15,25.958999633789,26.575000762939,26.004999160767
2016-02-14,25.958999633789,26.575000762939,26.004999160767
2016-02-12,25.788000106812,25.908000946045,25.801000595093
2016-02-11,25.698999404907,25.738000869751,25.549999237061
2016-02-10,25.513999938965,25.698999404907,25.506999969482
2016-02-09,25.625999450684,25.660999298096,25.430000305176
2016-02-08,25.684999465942,25.79400062561,25.625999450684
2016-02-07,25.684999465942,25.79400062561,25.625999450684
2016-02-05,25.566999435425,25.684999465942,25.504999160767
2016-02-04,24.962999343872,25.566999435425,24.892999649048
2016-02-03,25.624000549316,25.593000411987,25.350999832153
2016-02-02,25.240999221802,25.617000579834,25.232999801636
